tweet_id,label,tweet_text,Unnamed: 3,Unnamed: 4,Unnamed: 5
1.38317335346102e+18,2,tricare�s gotyour the safety of you and your family are our top priority on april  pfizer and moderna vaccine appointments will be open to all who are eligible and authorized to receive a vaccine at sites visit covidvaccine,,,
1.38189411354132e+18,2,russias covid vaccine sputnik v has been cleared for emergency use by the drugs controller general of india sputnikv covid russia india emergency emergencymedicine,,,
1.38408412240291e+18,3,let us change the goal post so now this is between you and me and not related to cong or mms yes like covaxin they should have given emergency approval to sputnikv and maybe others and should have allowed people to pay and get vaccinated with vaccine of their choice,,,
1.38158081142666e+18,2,sputnikv gets approval within  days of s suggestion of fast tracking approval of other vaccines as per norms after mocking  modi govt does exactly what he suggested resignation prasad should apologise and resign now,,,
1.3744780397199e+18,3,just got my first vaccine moderna mahalo to for running such a smooth clinic in kona covidvaccine,,,
1.37497435713125e+18,2,sinovac vaccine for  provinces thailand,,,
1.35945331224065e+18,2,mediafocus hungary is set to receive its first shipment of the chinese coronavirus jab sinopharm by the end of the month dailymail reported vaccine china,,,
1.33918337256071e+18,3,starting today a new chapter begins at my hospital filled with hopes to end dark covid times amp joy of celebrating life covidvaccine pfizerbiontech mrnavaccine covidends,,,
1.38155183027089e+18,2,dcgi will decide on the sec recommendation for sputnikv dr reddys which has collaborated with russias sovereign fund rdif conducted the bridge trial for sputnik v and has applied for emergency use if approved by dcgi this will be the third vaccine to be available in india,,,
1.38381441101446e+18,3,researchers said the risk of cerebral venous thrombosis from the covid was approximately  times higher compared to messenger rna vaccines  times higher compared to the oxfordastrazeneca vaccine,,,
1.36752890908916e+18,2,well this should decide the first country to send leftover uk oxfordastrazeneca  other vaccines to our good friends in australia allies  eyes family ties,,,
1.38214304157044e+18,3,just got my second moderna covid shot it was empty thursday opens to everyone go getvaccinated covidvaccine covidvaccination it�s everybody�s turn now,,,
1.38389298706359e+18,2,this guy just got his first dose of the moderna vaccine today i am now halfway closer to getting back to lawrence moderna sleeveupjoco,,,
1.38299204668484e+18,2,anticovid update india becomes th country to authorise use of  india set to produce  mln doses of vaccine per month by summer serbia starts sputnikv production staysafe stopcovid,,,
1.38431983363065e+18,2,astrazenica has substantially lower efficacy than pfizer or moderna while blood clot deaths are rare there have been some across all age groups vaccinated including those aged ,,,
1.37135882956532e+18,3,the astrazeneca vaccine causing blood clots what such nonsense  my mother had her shot of it two weeks ago and only got a headache and fatigue after it and is now right as rein  covidvaccine oxfordastrazeneca,,,
1.37498691076286e+18,2,global covid cases have surpassed  million with over  million deaths the us remains the worsthit nation its cases have topped  million zimbabwean president emmerson mnangagwa has received his first shot of china�s sinovac vaccine,,,
1.38291835827902e+18,2,modi government go ahead in production of covaxin to maharashtra govt its bharatbiotech vaccine now said company too can produce but this also will take time,,,
1.37665337986316e+18,3,and in other news just got my first dose of the modern covid vaccination tiny needle didnt feel a thing and im feeling absolutely fine afterwards take that you evil little bastard moderna covidvaccine,,,
1.37861827498915e+18,2,the govt was pushed to corner to ban the russian sputnikv vaccine in ke amp, only accept the UK #AstraZenaca little did they know the master will issue threats against KE. We should allow all vaccines to be sold in KE &amp, end the colonial monopoly of UK. #KenyaVsUK Nanyuki Kibaki,
1.37290956142681e+18,3,first dose in affect  moderna covidvaccine,,,
1.36543934567563e+18,2,fwiw i�ll go with the  shots of either pfizer or moderna jamp,J isn�t as effective with one shot. Better efficacy is worth having to go through two rounds of shots. #COVID19Vaccine,,
1.35850823047804e+18,3,got my first jab yesterday and joined the  million that have had theirs amazing organisation at local gp covid vaccine vaccination astrazeneca oxfordastrazeneca,,,
1.37191762127324e+18,2,got my first moderna shot yesterday ask me how it went moderna vaccine,,,
1.37038945732572e+18,2,covid vaccine access protest yesterday outside moderna in kendall square,,,
1.37733731335779e+18,2,i bet he would love the worst case scenario and pfizerbiontech too,,,
1.37357742788506e+18,2, team under guidance of amp in close coordination amp support of has been working relentlessly towards vaccinedelivery since jan  as dcgi gave emergency use authorization to covishield amp covaxin tune in tmrw  pm cet for an itw with mr gazder,,,
1.369655441656e+18,2,goodmorning tweeps i woke up feeling very well again this morning i�m beginning to wonder if the moderna vaccine also fights longcovid symptoms i still have them and i absolutely crash around pm but something is going on i also woke up with fantain my head ,,,
1.37322660589255e+18,2,pakistan is using sinopharm  this is the process after st dose person has to wait for  days to get nd dose after nd dose wait  days for vaccine to make antibodies person can get covid even after vaccination vaccination does not mean you will not get coronavirus,,,
1.36626675606337e+18,2,heartiest congratulations sir you always lead from front and yes you have taken the vaccine when your turn actually came you did not take advantage of your position and took vaccine earlier or out of turn  covaxin aatmanirbharbharat indiafightscorona,,,
1.37941835318234e+18,2,americafirst no matter if people in rd world countries die from covid and its mutations like flies because moderna and johnsonandjohnson remain only in the usa nothing has changed,,,
1.373765076424e+18,2,perhaps a trial run for the new ranger regt tier  to recover about  million doses of oxfordastrazeneca ,,,
1.37718681943175e+18,2,us and germany lead rampd funding covid astrazeneca pfizer moderna uk,,,
1.37000159844178e+18,2,russia to restrict over failure to remove banned content reports �bn loss as pandemic shakes jetengine maker spains zendal may produce sputnikv vaccine big techs battle to fight pandemic misinformation in the eu isnt enough,,,
1.38184760172996e+18,3,india has approved the use of the russian sputnikv covid vaccine the russian direct investment fund rdif said on monday covid covidvaccine omanobserver oman,,,
1.36736165164164e+18,2,any update on sputnik coronavirus coronavirusvaccine sputnikv,,,
1.38184569843859e+18,3,india gets rd covid vaccine as dcgi today approved sputnikv vaccine for emergency use making it the third covid vaccine to be registered in india,,,
1.38239072495667e+18,3,i got my first moderna shot today,,,
1.36640733131604e+18,2,two days and a few tylenol later i am feeling much better today moderna,,,
1.38344490008815e+18,3,just got my first dose of the moderna vaccine,,,
1.37064699545977e+18,2,for my nostalgic lebanese bros remember this old lebanese tv ad choubattaritak this will get you singing all day long  sinovac rayovac,,,
1.3718108206283e+18,2,indias defense budget is  billion  while pakistans budget is  billion  if your enemy is stronger than you you will teach children that weapons and missiles are useless lets kill the enemy with a slingshot think wisely everything will happen if you existsinopharm,,,
1.3670065472477e+18,2,answers r  not fake  not fake  fake lootttttoooooooo play now myntra bigcitygreens  covaxin  faug  pubgmobileindia   flipkart paytmholi paytmkaro,,,
1.37373646511755e+18,3,guess who got vaccinated moderna shot  out of  vaccinessavelives covidvaccine,,,
1.36624825941761e+18,2,india gears up for jab india todays shares this ground report from gurugram on how the drive is taking place itvideo coronavaccines covaxin covishield,,,
1.34751975961364e+18,2,pfizerbiontech moderna and astrazeneca vaccines could be rolled out early next year we asked experts to explain the key differences and which could be the first to reach lowincome countries  do also recommend ,,,
1.36474418155026e+18,2,pm confirms he will exceed his promise of m moderna doses for the st quarter updated vaccine deliveries moderna week march th  k moderna week of march nd  k moderna cdnpoli,,,
1.35128155459362e+18,2,i am now a g enabled bobcat beep boop pfizerbiontech,,,
1.36179804584378e+18,2,not so sure bc   darpa funding development of implantable biochipthe chip is able to deploy experimental new vaccine  developed jointly by moderna and us gov�t that could change human dna  able to �reprogram��mrna aka �messenger ribonucleic acid� strange ,,,
1.3732447699929e+18,2,same here had mine this morning with the oxfordastrazeneca jab apart from a very slightly sore arm im feeling fine,,,
1.37107348200871e+18,2,i was sick for days after nd shot of moderna shot fever body aches headaches  whole body sore,,,
1.37648176074202e+18,2,china on saturday reported having administered more than  million doses of the covid vaccine so far across the country read more vaccine sinovac sinopharm,,,
1.36624203772122e+18,2,pm modi gets coronavirus vaccine as second phase of inoculation begins in india  hw english aiims covaxin featured pmmodi,,,
1.37590329795407e+18,2,who is eating alone today because doug ford and trudeau toronto ontario canada forced you to stay home lockdown no family no business no church no hope no life mentalhealth order russia sputnikv get out of syria covid spring healthcare,,,
1.38480901310002e+18,3,my mom finally got her nd dose of sinopharm vaccine her vaccination process is complete shell quarantine for another  weeks to develop lifetime antibodies no side effects so far get yourself vaccinated follow sops thank you china covidvaccine covid pakistan,,,
1.34813081742443e+18,3,buckle up buttercup the second pfizerbiontech dose is a bear my misgivings about very mild side effects with the first dose have now been alleviated sure beats the real thing though covid,,,
1.36714159459238e+18,3,the  the voice of the us hedge fund  has mentioned sputnikv but like the rest of the canadian media has never asked trudeau why canada will not order safe cheap and effective sputnikv,,,
1.37401895138717e+18,2,he is in the opposition and raise the issue his voice is heard for a sindh they are also importing sputnikv and chinese vaccine which will be given free if you have a better idea plz speak,,,
1.35007653919136e+18,3,look what i got pfizerbiontech covidvaccine socialresponsibility spaceballs,,,
1.37900966223473e+18,3,parents took the second dose of covaxin today smooth process turnaround time of  hours can�t thank the healthcare professionals enough ,,,
1.34887691653579e+18,2,a simple video comparing the  covid vaccines currently available in the uk the three covid vaccines are from pfizerbiontech the uni of oxford amp astrazeneca and moderna covidvaccination covidvaccine pfizerbiontech oxfordastrazeneca moderna,,,
1.37188889659903e+18,2, hrs after nd moderna shot and i feel good  hrs after shot i was fatigued with a little brain fog no cough fever or chills woke up today feeling ok arm sore with small skin rashreaction around injection slight headache amp brain fog offon all in all i�m good vax,,,
1.37385340274089e+18,2,their plan all along gates eugenics worldeconomicforum klausschwab cdc nih niaid fauci bigpharma moderna covid covid covidvaccine,,,
1.38271726495311e+18,2,all californians  are eligible for the covid vaccine from april   how and where to get vaccinatedpart  vaccine covid covidvacccine covid coronaviruspandemic coronavirus pfizer moderna johnsonandjohnson getvaccinated,,,
1.36476342656052e+18,3,incredibly grateful to miramar health clinic pasco for prioritizing educators despite state denial of need the waiting room felt like a districtwide plc  edchat pln covid moderna notthrowingawaymyshot,,,
1.38329341058123e+18,2,biovaccines from the current production of  crore dosesmonth the covaxin vaccine capacity will be doubled by mayjune  amp then increased nearly  fold up to  crore vaccine doses by july � august  more via,,,
1.35923437181174e+18,2,left the house in this � weather and crazy slick roads and got stuck in the arm with my second moderna vaccine vaccine,,,
1.38003574533165e+18,2,covaxin generally medicine used to cure illness first time its being used to get vote no names here,,,
1.38059610297876e+18,2, vaccine tracker covid share of injection by region and moderna in italy  uptodate vaccini moderna covid,,,
1.37277271519141e+18,2,wealth morning marth headline pakistan received a chinese donation of  doses of sinopharm vaccine bringing the countrys total supply to  million shots health minister faisal sultan said,,,
1.38089633575116e+18,3,embarrassing moscow russia everything is open business as usual ontario canada reporting  cases of covid  new cases in toronto lockdown closed business church no family no hope mentalhealth canada get out of syria sputnikv  effective,,,
1.37850690173921e+18,2,nd covid vaccine done covidvaccination covidvaccineday moderna nddose,,,
1.35955573136471e+18,2,russia�s coronavirus death toll rises to  russia moscow coronavac sputnikv,,,
1.3818920719303e+18,2,breaking big vaccine update after approving sputnikv more foreign vaccines are lively to be given emergency use authorization in indiagovt is looking to expand basket of vaccines in order to ramp up the vaccinationdrive n vaccineshortage vaccinateeveryindian,,,
1.38089258043566e+18,2,ok so feeling the arm soreness today but not too bad still feel more tired than normal and dealing with nasal issues but just think that�s due to allergies more than anything so all in all not too awful but noticeable hoping the second one is easier moderna,,,
1.35828556280594e+18,2,article hugely boosted sputnikv vaccine image in the eu we are already witnessing a race not only to procure it when approved by ema but to produce it as well germany austria slovakia all have shown interest in domestically producing it russia,,,
1.37209177424465e+18,2,moderna starts covid vaccine trials on sixmonthold babies  ted talk by the cmo of moderna therapeutics tal zaks on rewriting the genetic code mrna injections and hacking the software of life,,,
1.37724574562813e+18,3,you have more side effects from refined oils alcohol amp smoke than a vaccine but nobody questions the side effects of them got vaccinated covaxin yesterday slight fatigue amp pain just like we would get after any vaccine if you are eligiblego ahead,,,
1.36271234633506e+18,3,got my second moderna vaccine yesterday feeling like i got run over by a truck today  however im so grateful worthit fullyvaccinated thankful,,,
1.37771857308332e+18,2,if we call it the fauciouchie surely anyone who gets moderna has the right to call it the dolly dose and wear a bandaid covered in rhinestones dollysose moderna dontthrowawayyourshot,,,
1.38278866041268e+18,3,while canada is forced to stay at home home lockdown no family no business no school drug abuse violence unemployment no hope no life our government denies us the safe and available russia sputnik v vaccine covid mentalhealth jesus sputnikv,,,
1.37329415017144e+18,3,happy to say i received my first dose of the moderna vaccine  months to go for the second  covid vaccinated,,,
1.38198011809728e+18,2,ok if you got sick after your second injection when did it happen moderna phizer jabtobeatcorona vaccine,,,
1.36030315043175e+18,2,india supplies  million covid vaccines to  countries  indiablooms  first portal on digital news management coronavirusvaccine  covid covaxin astrazeneca covishieldvaccine,,,
1.35888781226378e+18,3,doug ford and trudeau will not ask russia to produce sputnikv vaccine  effective against covid in ontario canada extend draconian lockdown to destroy family business church life school forcing stay at home mentalhealth,,,
1.37206784696497e+18,2,  got the vaccine for three fiddy if anyone wants  moderna covid,,,
1.34055229849419e+18,1,watch nurse faints after getting pfizerbiontech�s covid vaccine in us pfizervaccine pfizerbiontech covid coronavirus vaccine india vaccineswork,,,
1.35342725758745e+18,3,got my first dose of the pfizerbiontech covid coronavirusvaccine yesterday  side effects over the last  hours have been slightly achy arm antibody test the day before showed i had zero antisarscov antibodies let�s see how many i have in a few weeks,,,
1.3657325480438e+18,3,dr daniel chirundu said took the sinopharm vaccine to protect himself those he works with and his clients his vaccination also served as a cue to action among my subordinates and others who are now demanding it,,,
1.38505254387365e+18,2,they�re back   it doesn�t matter what your views are i�m sure you can relate to this in some way  laughterisgoodforthesoul covid vaccine lol comedy acting actor actress actorlife skit pzifer moderna johnsonandjohnson,,,
1.38194241377475e+18,2,has kenya authorized sputnikv good news,,,
1.37193404846199e+18,2,moderna trial ends  astrazenica trial ends  pfizer trial ends   your personal life insurance is invalid  holiday insurance is invalid want some more cheese lab rat,,,
1.3600159665167e+18,2,biden administration finalizes deal for  million vaccine doses from pfizer moderna,,,
1.3657522310191e+18,1,russian woman after mrna sputnikv is very sick and terrified,,,
1.36533115991643e+18,2,moderna launches clinical trials to test new vaccine designed to combat covid variants covidvaccine moderna staysafe,,,
1.38264272588395e+18,1,yesterday decided to test for antibodies and i don�t have any  so looks like vax either didn�t work or didn�t last test result today was  anything above  is positive also no more rd shots being offered oh well sinopharm,,,
1.340629848319e+18,1,as the pfizerbiontech vaccine is leaky or doesnt stop transmission and vaccinated people might shed more virus as a result could a variant of covid that spreads be a result of this and lack of natural immunity from lockdowns,,,
1.37423730351894e+18,2,having slept for pretty much two days after my covidvaccine i thought i�d resync my body clock by staying up all night with all  hours of zacksnydersjusticeleague but after seeing a trailer for riverhunters i�ve just watched the entire first series oxfordastrazeneca,,,
1.36315323733187e+18,2,it was a british jab for british people  oxfordastrazeneca okay its made in belgium but it says oxford in the title dammit,,,
1.38123010162335e+18,1,i got my secondvaccination yesterday amp, I feel awful ? #vaccinated #CovidVaccine #Moderna https://t.co/VVsFMuxwih,,
1.3823177239386e+18,2,as a pregnant person who is getting the moderna covidvaccine today does anyone know if there are any official studies i can enter myself into covid covid coronavirus coronavaccine,,,
1.37368722541881e+18,3,getting the moderna vax today worried about side effects but more excited to do my part to stop the damn spread i had covid in january and i do not recommend,,,
1.38208418194616e+18,3,moderna says new data shows its covid vaccine is more than  effective against virus six months after second shot ,,,
1.36621350727692e+18,2,covaxin my pm ,,,
1.37005724994356e+18,2,if im not mistaken phase  data of covaxin is out in public,,,
1.3622668657882e+18,3,hongkong fast tracks chinas sinovac vaccine approval pandemic,,,
1.37237706006098e+18,2,despite highest recovery rate than rest of world and vaccines covishield covaxin invented and administerd on war footing with much fanfare the situation is still alarmingmeans vaccines are not efficacious to contain coronavirus and it was all drama to pacify the outcry,,,
1.38121380540582e+18,2,sputnikv lockdown aespa cancelboardexam cryptocurrency dogecoin ethereum elonmusk eurovision enhypen fearlesstaylorsversion grandnational heysayjump houseoffamegr jasminbhasin kkrvssrh horoscope of english,,,
1.36020882089978e+18,2,had my nd moderna shot yesterday i am off today and in anticipation of having possible negative side effects decided sending k to daycare was a good idea dh has made me feel so guilty for being off and sending him i don�t know that he means to but ugh i�m going back to bed,,,
1.38156338349808e+18,2,if approved sputnikv will be the third covid vaccine to be available in india,,,
1.38280845171839e+18,2,in addition darpa funds moderna why does the us defense advanced research projects agency which up until now was focused on ai technology for national security and us military fund an experimental injection in millions of humans,,,
1.37098820155337e+18,2,bahrains ministry of health receives  doses of the chinese covid sinopharm vaccine,,,
1.38256774983932e+18,2,coronavirus cases surpass  mn globally us tally tops  mn coronaviruspandemic covid us brazil turkey mexico sputnikv read,,,
1.38490389060112e+18,2,been and posted my weekly covid swab for the vaccine trials what a beautiful afternoon sunshine blossom beautifulday oxfordastrazeneca vaccine trials astrazenecavaccine vaccinetrials,,,
1.36022804951861e+18,2,dare we begin to feel a bit of relief presbiden covid vaccines moderna pfizer,,,
1.34719757092647e+18,2,its vday today flat eric gets his covid vaccine today vaccinations coronavirus pfizerbiontech modernavaccine stayhome staysafestayhealthy anderhalvemetersamenleving vday sideeffects pain photooftheday healtcare diederikgommers ikdoemee photoblogger health,,,
1.38180470121834e+18,2,jakarta  siti nadia tarmizi a spokesperson for indonesia�s covid vaccine programme said who had found the chinese vaccines had met requirements by being more than  effective she noted that clinical trials for the sinovac in indonesia showed it was  effective,,,
1.3814673151626e+18,3,speakupforvaccinesforall people who want covaxin  can demand at amitshah and modi rally coronavirus covid,,,
1.38489267210886e+18,3,india�s indigenously developed covaxin jab  effective against covid in trials maker bharat biotech says ����,,,
1.35307739364113e+18,3,getting ready to roll my sleeve up for dose  of the pfizerbiontech covidvaccine on monday feeling very grateful that my rescheduled appt was only delayed by a few days proudtoworkat,,,
1.38117487877931e+18,2,every time i read such stories im tempted to ask vote kisko diya tha  i know its mean okay no very mean but in newindia its a pertinent question imo covid covid covaxin,,,
1.36665936500086e+18,2,the esadegeo daily digest on s blog  sarkozy sentenced to  years in prison  slovakia buys  million sputnikv doses   amlo meet over migration  indiapakistan ceasefire  for now ,,,
1.38440392905269e+18,2,remdesivir arranged by bjp was for govt   get your news featured use indiapostusa anthonyfauci coronapatients coronavaccinenews coronavaccineupdates covaxiupdates covaxin covidlockdown drharshvardhan fadnavis health healthcare,,,
1.38201637871093e+18,3,st shot done cichealth covidvacccine thisisourshot moderna,,,
1.38159738044998e+18,1,pfizer moderna coronavaccine with vaccination you get cancer,,,
1.35441613887317e+18,2,actually what the french have done is acknowledge their vaccine wouldn�t be ready until the end of  and have turned their facilities over to the production of the pfizerbiontech vaccine,,,
1.37231404612114e+18,3,shot  down thank you kaiserpermanente moderna ,,,
1.37286542488752e+18,3,vaccinated this morning in moscow with sputnikv vaccination against covid online registration for the next day no queue organized process done in  mns everything free very happy to be in russia  sputnikv russia atsal,,,
1.37357379984153e+18,2,its often mentionened in western and swiss media that sputnikv is used as russian propaganda like here on srf app but why do they never call then pfizerbiontech and moderna as the american propaganda and astrazeneca as the british one all of them are just vaccines,,,
1.37600026725924e+18,2,despite india at the brink of a more severe second wave will not even consider covidvaccine as none are trustworthy yet would have definitely taken had there been one genuine chinavirus chinesevirus chinesebioterrorism ccpvirus covaxin covidshield,,,
1.38245480763459e+18,2,i bet the scientists who created all these vaccines are males who forgot that almost all women have breasts armpit lymph nodes ovaries and uterus birth control and periods not a single thought about women pathetic wake up gentlemen  johnsonandjohnson pfizer moderna,,,
1.37267310091195e+18,3,let see what mutant powers i can get from this vaccine moderna cvs thank you for saving future lives may we all become safer smarter healthier better humans getvaccinated,,,
1.37409584389308e+18,2,first dose of the moderna covid vaccine done feel fine so far moderna covidvaccine covid,,,
1.38002273530101e+18,2,pm takes the second dose of covaxin at aiims this morning he took the first shot on st march,,,
1.38522114306232e+18,2,going for moderna  today covidvaccine fastenseatbelts raiseseatstouprightposition storetraytables,,,
1.36381873211248e+18,3,wheres sputnikv it has over  successrate than pfizer and has  deaths,,,
1.37369846913998e+18,2,sundayvibes who is eating alone because doug ford and trudeau toronto ontario canada forced you to stay home lockdown no family no business no church no hope no life mentalhealthmatters order russia sputnikv get out of syria covid spring,,,
1.3711752237735e+18,3, hours after moderna dose  and i�m feeling great almost no arm soreness regained my taste and energy the feathers i grew have been a nice addition too  i�m kidding if anyone has any questions my dms are open please get your shot as soon as possible ,,,
1.38269885762523e+18,1,second dose of moderna is kicking my ass arm hurts like hell fever sweats headache teeth pain and nausea this is not fun covidvaccination,,,
1.37145525971393e+18,3,st round of covidvaccines done thank you volunteers health personnel and of course pfizerbiontech ,,,
1.37164992348207e+18,3,the covid vaccine developed by chinas sinopharm has been approved for emergency use in the maldives the maldives food and drug administration mfda announced monday afternoon,,,
1.37955917382696e+18,3,first covid vaccine done  sore but hopeful for summer fellowship and family hugs moderna,,,
1.37961627116838e+18,2,pakistan may give third dose of sinopharm coronavirus vaccine to elderly later on third dose of sinopharm coronavirus vaccine may be administered to elderly uae started giving a third shot after doctors said two doses produced low immunity,,,
1.35411688728256e+18,2,one of my exclassmates shared the side effects she is experiencing on  jan after her st jab of pfizerbiontech on th i have also corresponded with her amp, learnt that most of the healthcare workers felt soreness on their arms &amp, the pain gets severe at night. #CovidVaccine https://t.co/11B1aAQpf4,
1.37660365928756e+18,3,ready covid sinovac strawberrynails ,,,
1.38414602415174e+18,3,vaccinated one step closer to herd immunity  perfect organization at the vaccination center friendly reception a lot of space and clear separation between the visitors thankyou  grateful vaccinated brussels moderna getvaccinated,,,
1.36710612494878e+18,2,along with covaxin lets give a try to ageold ayurvedic miracle drug honey as well,,,
1.38485611567489e+18,2,bharatbiotech has ramped up the manufacturing capacity of its covid vaccine covaxin to  million doses per annum india coronavirus covidvaccine theweek,,,
1.37022599356734e+18,2,received nd dose of moderna armissore celebrated e  yearsand dad  yearstonight while watching the big  tournament three months of journeyat,,,
1.36234152634132e+18,2,vp chiwenga gets covid jab sinopharm opencovidcontracts watch on facebook ,,,
1.38425790831403e+18,3,embarrassing moscow russia everything is open business as usual ontario reporting  cases of covid  new cases in toronto lockdown closed business church no family no hope mentalhealth canada get out of syria sputnikv  effective jesus,,,
1.38062493909556e+18,2, covid  putnamcounty announced that there will be a special moderna covid vaccination clinic held in garrison this week for those eligible to receive the vaccine dailyvoice,,,
1.38254915480357e+18,2,moderna hopes to have covidbooster for its vaccine ready by the fall ceo says vaccines covid pandemic,,,
1.37285705151744e+18,2,a consignment of  doses of covaxin� lands in the island nation of mauritius the unified attempt to free the world of covid goes strong      bharatbiotech covaxin vaccinemaitri covaxinvaccine premiabiotech covishield premiameds premiaholdings,,,
1.36394880005486e+18,3,what is the accepted price in lives to be loyal to the selfimposed rules of the eu  dead   deaths  most governments in the eu are more loyal to the eu than their own people the solution is simple use sputnik v and save lives sputnikv,,,
1.36711234067245e+18,3,s covaxin  pc efficient in phase  trials,,,
1.37073058985956e+18,2,�public health�is a contributory service got my first dose of covaxin under the covidvaccine scheme of govt of indiathankful to staffs of and my grandson for making a smooth effortless arrangement,,,
1.34245525598498e+18,1,lethal injection   pfizerbiontech pfizercovidvaccine potassiumchloride lethalinjection,,,
1.37555821558544e+18,2,mostly sinovac inactivated covidvaccine  only alum as adjuvant against original straingood luck relying on this to get you out of crisis,,,
1.37321685750791e+18,3,uae has administered over m total doses in total while more than  same chinese sinopharm vaccine is administered with  efficiency rate and no side effects reported prime minister imran khan had the st jab od sinoparhm also,,,
1.38382140826278e+18,2,good news ahead oxfordastrazeneca vaccine coronavirus  ,,,
1.36025199743855e+18,3,trust in moderna everyone,,,
1.37534931055709e+18,2,sri lanka will look to clear outstanding issues with the manufacturer of chinas sinopharm vaccine after stocks arrive next week the government said today read the full story here via srilanka lka sinopharm vaccine,,,
1.38307679513042e+18,2,out of an abundance of caution appears to be the covid phrase that has replaced in these trying challengingdifficultstressful times pandemic coronavirus vaccine pfizer moderna johnsonandjohnson astrazeneca,,,
1.36688657166909e+18,3,vaccine vaccine vaccine vaccineeeeee  thank you to the one amp only dollyparton for being such a huge contributor to the moderna vaccine and keeping us safe this year we love you dolly repost,,,
